0.00793457,-0.00701904,
0.00915527,-0.0305176,
0.00671387,-0.0588989,
0.00518799,-0.0582886,
0.00274658,-0.045166,
0,-0.0332642,
-0.00335693,-0.0177002,
-0.00427246,0.0012207,
-0.00396729,0.0189209,
-0.00244141,0.0332642,
-0.00213623,0.043335,
-0.00457764,0.0616455,
0.000305176,0.0811768,
0.00366211,0.0912476,
0.00640869,0.0952148,
0.00457764,0.0811768,
0.00244141,0.0692749,
-0.00152588,0.0567627,
-0.00305176,0.0271606,
-0.00396729,-0.00701904,
-0.00518799,-0.0238037,
-0.00518799,-0.0247192,
-0.00701904,-0.0195313,
-0.00305176,-0.017395,
0.00152588,-0.0436401,
0.00213623,-0.0976563,
0.00183105,-0.137024,
0.000610352,-0.155029,
0.0012207,-0.150757,
0,-0.118408,
-0.00610352,-0.0845337,
-0.0125122,-0.0466919,
-0.0152588,-0.000305176,
-0.0134277,0.0473022,
-0.0115967,0.0839233,
-0.0115967,0.0949097,
-0.0140381,0.0875854,
-0.0100708,0.0778198,
0.00823975,0.0683594,
0.0195313,0.0469971,
0.0213623,0.0112915,
0.0192261,-0.00701904,
0.0149536,-0.00152588,
0.00762939,0.0131226,
0.000915527,0.00427246,
-0.00427246,-0.0222778,
-0.00671387,-0.043335,
-0.00488281,-0.0524902,
-0.00366211,-0.0549316,
-0.0012207,-0.0509644,
-0.0012207,-0.0396729,
-0.00213623,-0.0238037,
-0.00396729,-0.0189209,
-0.00579834,-0.017395,
-0.00671387,-0.000915527,
-0.00488281,0.00854492,
-0.00274658,0.015564,
-0.00366211,0.0204468,
-0.00549316,0.027771,
-0.00213623,0.0457764,
0.00274658,0.057373,
0.00244141,0.0646973,
0.00152588,0.0628662,
0.00335693,0.0521851,
0.00427246,0.0375366,
0.00762939,0.0314331,
0.00946045,0.027771,
0.00701904,0.0338745,
0.00366211,0.0335693,
0.00366211,0.0241089,
0.00274658,0.020752,
0.000915527,0.0250244,
-0.000305176,0.0289917,
-0.00152588,0.0314331,
-0.00152588,0.0363159,
-0.00183105,0.043335,
-0.00213623,0.0430298,
-0.00457764,0.03479,
-0.00610352,0.0292969,
-0.00671387,0.0253296,
-0.0088501,0.0161743,
-0.0088501,-0.0170898,
-0.00823975,-0.0622559,
-0.00762939,-0.0842285,
-0.00640869,-0.0756836,
-0.00518799,-0.0723267,
-0.00335693,-0.0830078,
-0.00183105,-0.115662,
0,-0.137329,
0.00183105,-0.150452,
0.00488281,-0.176697,
0.00823975,-0.164795,
0.0115967,-0.125427,
0.0134277,-0.0787354,
0.0140381,-0.0457764,
0.0143433,-0.0170898,
