-0.00946045,-0.00427246,
-0.00854492,-0.00457764,
-0.00854492,-0.00457764,
-0.00946045,-0.00579834,
-0.00305176,-0.00549316,
0.0088501,-0.00305176,
0.0170898,-0.000915527,
0.0192261,0.0012207,
0.0183105,0.00213623,
0.0186157,0.00244141,
0.0177002,0.00213623,
0.0143433,0.000610352,
0.0112915,0,
0.0106812,0.00183105,
0.017395,0.00274658,
0.0201416,0.00335693,
0.0186157,0.00335693,
0.0143433,0.00305176,
0.0100708,0.00244141,
0.00518799,0.00366211,
0.00274658,0.00396729,
-0.00152588,0.00274658,
-0.00671387,0.00213623,
-0.0112915,0.00152588,
-0.0143433,0.00152588,
-0.0161743,0.00152588,
-0.0152588,0.00152588,
-0.0177002,0.00183105,
-0.0164795,0.000915527,
-0.0158691,0.000915527,
-0.0143433,0.00183105,
-0.0125122,0.00335693,
-0.0149536,0.00183105,
-0.0161743,0.0012207,
-0.0131226,0.00152588,
-0.00488281,0,
0.0012207,-0.00213623,
0.00427246,-0.00396729,
0.00488281,-0.00396729,
0.00701904,-0.00396729,
0.0088501,-0.00335693,
0.0100708,-0.00152588,
0.00946045,0.000305176,
0.00854492,-0.000305176,
0.00854492,0.000915527,
0.00823975,0.000915527,
0.00640869,0.0012207,
0.00457764,0.00183105,
0.00335693,0.00183105,
0.00396729,0.00366211,
0.00427246,0.00457764,
0.00396729,0.00518799,
0.00457764,0.00701904,
0.00366211,0.00701904,
0.00366211,0.00701904,
0.00335693,0.00579834,
0.00244141,0.00457764,
0.00183105,0.00213623,
0.0012207,-0.000305176,
0.000915527,0,
-0.000610352,-0.00244141,
-0.0012207,-0.00183105,
-0.00213623,-0.00335693,
-0.00152588,-0.00213623,
0,-0.00183105,
0.0012207,-0.0012207,
0.00274658,0,
0.00183105,0.000305176,
0.00274658,-0.00152588,
0.00183105,-0.00274658,
-0.0012207,-0.00244141,
-0.00427246,-0.00244141,
-0.00549316,-0.00305176,
-0.00579834,-0.00366211,
-0.00640869,-0.00274658,
-0.00488281,-0.00213623,
-0.00366211,-0.00183105,
-0.00152588,-0.00213623,
-0.0012207,-0.000610352,
-0.00183105,-0.000915527,
-0.00396729,-0.0012207,
-0.00854492,-0.00244141,
-0.00762939,-0.00366211,
-0.000305176,-0.00244141,
0.00854492,-0.00274658,
0.0119019,-0.0012207,
0.0149536,0.000305176,
0.0164795,-0.000610352,
0.0137329,0.000610352,
0.0112915,0.000915527,
0.00732422,0.0012207,
0.0152588,-0.000610352,
0.0241089,0,
0.0219727,-0.0012207,
0.0164795,-0.00244141,
0.00946045,-0.00274658,
0.00671387,-0.00305176,
0.00366211,-0.00305176,
-0.00244141,-0.00213623,
-0.00823975,-0.00183105,
-0.0198364,-0.0012207,
-0.0357056,-0.00152588,
-0.0485229,-0.00213623,
-0.0595093,-0.00183105,
-0.0610352,-0.00152588,
-0.0518799,-0.0012207,
-0.0396729,-0.0012207,
-0.0286865,0.000915527,
-0.0289917,0.0012207,
-0.0308228,0,
-0.0268555,0,
-0.0195313,-0.000305176,
