0.00549316,0.00976563,
0.00366211,0.0286865,
0.000915527,0.0402832,
-0.000915527,0.0369263,
-0.00244141,0.0158691,
-0.00427246,-0.0152588,
-0.00488281,-0.0479126,
-0.00488281,-0.0811768,
-0.00244141,-0.113831,
-0.00244141,-0.120544,
-0.00152588,-0.0961304,
0,-0.0875854,
0.00213623,-0.0769043,
0.00457764,-0.0494385,
0.00701904,-0.0268555,
0.00671387,-0.012207,
-0.000305176,-0.000610352,
-0.00732422,0.0219727,
-0.0125122,0.0360107,
-0.0143433,0.0350952,
-0.0128174,0.020752,
-0.0119019,0.00488281,
-0.00823975,-0.0012207,
-0.00366211,-0.00244141,
-0.00213623,-0.0241089,
0.00152588,-0.0546265,
0.00640869,-0.0695801,
0.0134277,-0.0726318,
0.017395,-0.0753784,
0.0183105,-0.0631714,
0.0164795,-0.0299072,
0.0115967,0.0143433,
0.00640869,0.0445557,
-0.000305176,0.0622559,
-0.00518799,0.0714111,
-0.00640869,0.0778198,
-0.00823975,0.0787354,
-0.00793457,0.0756836,
-0.00976563,0.0714111,
-0.00854492,0.0665283,
-0.00671387,0.0610352,
-0.00610352,0.0524902,
-0.00671387,0.0439453,
-0.00610352,0.0350952,
-0.00579834,0.0363159,
-0.00610352,0.032959,
-0.00457764,0.0280762,
-0.00244141,0.0308228,
-0.000915527,0.0354004,
-0.00305176,0.032959,
-0.00335693,0.0393677,
-0.00396729,0.038147,
-0.00396729,0.0274658,
-0.00610352,0.0271606,
-0.00671387,0.038147,
-0.00732422,0.0372314,
-0.00671387,0.010376,
-0.00396729,-0.0219727,
-0.00152588,-0.0466919,
0.00152588,-0.0592041,
0.00366211,-0.0778198,
0.00732422,-0.0857544,
0.00823975,-0.0973511,
0.00549316,-0.100403,
0.00579834,-0.0991821,
0.00976563,-0.0930786,
0.0128174,-0.0811768,
0.012207,-0.0674438,
0.00976563,-0.0570679,
0.00701904,-0.0558472,
0.00549316,-0.0500488,
0.00518799,-0.0289917,
0.00305176,-0.000610352,
0.00152588,0.0247192,
-0.000610352,0.0387573,
-0.00213623,0.0454712,
-0.00305176,0.0494385,
-0.00244141,0.0619507,
-0.00244141,0.0704956,
-0.00366211,0.0738525,
-0.00457764,0.0631714,
-0.00366211,0.0506592,
-0.00274658,0.0463867,
-0.00305176,0.0616455,
-0.00305176,0.0650024,
-0.00213623,0.057373,
-0.00244141,0.0527954,
-0.00183105,0.0436401,
0.000305176,0.0268555,
-0.0012207,0.0088501,
-0.00274658,-0.00579834,
-0.00488281,-0.0167847,
-0.00366211,-0.0253296,
-0.00396729,-0.0335693,
-0.00305176,-0.0311279,
-0.00335693,-0.0259399,
-0.00427246,-0.0265503,
